sentences,article,N_sentence,is_propaganda,affin_score
"The mysterious illnesses reported by U.S. government employees in Cuba are allegedly thought to be either a “sonic attack” or perhaps malfunctioning surveillance gear.
",758812201,19,non-propaganda,-3.0
"It’s not known yet whether the injured government worker in China was targeted with any such device, despite reporting similar symptoms as the diplomats in Cuba.
",758812201,20,non-propaganda,-2.0
"The U.S. Consulate in Guangzhou says that it hasn’t had any other reported cases of strange sounds being heard by American officials, but is taking the issue seriously.
",758812201,21,non-propaganda,-1.0
"“If you have concerns about any symptoms or medical problems that developed during or after a stay in China, consult a medical professional,” the State Department said in a public release.
",758812201,22,non-propaganda,-2.0
"“While in China, if you experience any unusual acute auditory or sensory phenomena accompanied by unusual sounds or piercing noises, do not attempt to locate their source.
",758812201,23,non-propaganda,0.0
"Instead, move to a location where the sounds are not present,” the release said.
",758812201,24,non-propaganda,0.0
"The Cuban government continues to deny they attacked U.S. diplomats with a sonic weapon, and very little additional information is known about those who suffered through the strange ordeal.
",758812201,25,non-propaganda,-6.0
"After months of investigations, U.S. officials concluded that the diplomats had been exposed to an advanced device that operated outside the range of audible sound and had been deployed either inside or outside their residences.
",758812201,26,non-propaganda,0.0
"It was not immediately clear if the device was a weapon used in a deliberate attack, or had some other purpose.
",758812201,27,non-propaganda,0.0
"Probe in consulate injury allegation finds no clues
",758882558,1,non-propaganda,-5.0
"China has always protected the safety of workers at foreign diplomatic missions in China.
",758882558,3,non-propaganda,2.0
"[Photo/VCG]
",758882558,4,non-propaganda,0.0
"China said on Thursday it has not found any trace regarding what the United States described as abnormal sound and pressure reported by a US government employee in China.
",758882558,5,non-propaganda,0.0
"The employee was diagnosed with a brain injury.
",758882558,6,non-propaganda,-2.0
"The US Mission in China issued an online health alert on Wednesday saying that the employee ""recently reported subtle and vague, but abnormal, sensations of sound and pressure"".
",758882558,7,non-propaganda,-4.0
"The mission said it does not know what caused the reported symptoms and is not aware of any similar situations in China.
",758882558,8,non-propaganda,0.0
"""China has conducted an earnest investigation and has given preliminary feedback to the US.
",758882558,9,non-propaganda,2.0
"So far we have not yet found causes or clues to the situation described by the US,"" Foreign Ministry spokesman Lu Kang said in a daily news conference.
",758882558,10,non-propaganda,0.0
"China has always protected the safety of workers at foreign diplomatic missions in China according to the Vienna Convention on Diplomatic Relations and the Vienna Convention on Consular Relations, Lu said.
",758882558,11,non-propaganda,2.0
"The unnamed US citizen assigned to the consulate in Guangzhou had reported a variety of ""physical symptoms"" dating from late 2017 to April this year, the US embassy in Beijing said in an email.
",758882558,12,non-propaganda,0.0
"The worker was sent to the US for further evaluation.
",758882558,13,non-propaganda,0.0
"""The clinical findings of this evaluation matched mild traumatic brain injury,"" the embassy said.
",758882558,14,non-propaganda,-5.0
"The US State Department will send a medical team to Guangzhou early next week to conduct baseline medical evaluations of all consulate employees who request it, State Department spokeswoman Heather Nauert said.
",758882558,15,non-propaganda,0.0
"In October, the US government expelled 15 Cuban diplomats for what it said was Cuba's failure to protect staff at the US embassy in Havana from mysterious health incidents at one point thought to possibly have been acoustic ""attacks"".
",758882558,16,non-propaganda,-4.0
"The cause of those incidents remains unresolved.
",758882558,17,non-propaganda,0.0
"Reuters contributed to this story.
",758882558,18,non-propaganda,0.0
"Capitol Police “Accidentally” Gave Treasure Trove of Evidence To Muslim IT Spy's Defense Attorney
",759337941,1,propaganda,0.0
"Accidentally?
",759337941,3,propaganda,-2.0
"Color me skeptical.
",759337941,4,propaganda,-2.0
"The Democrats are criminal, treasonous and sleazy.
",759337941,5,propaganda,-6.0
"They gave this jihadi unfettered access to national security secrets.
",759337941,6,propaganda,0.0
"He then transferred the data to Pakistan.
",759337941,7,non-propaganda,0.0
"And the most powerful Democrats continue to protect jihad-treason.
",759337941,8,propaganda,0.0
"The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory.
",759337941,9,propaganda,-2.0
"As the scandal widens and worsens, the media goes to extraordinary lengths not to cover it.
",759337941,10,propaganda,-6.0
"take our poll - story continues below
",759337941,11,non-propaganda,0.0
"Whom do you consider to be the most corrupt Democrat Politician?
",759337941,12,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",759337941,13,non-propaganda,-3.0
"Whom do you consider to be the most corrupt Democrat Politician?
",759337941,14,non-propaganda,-3.0
"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
",759337941,15,non-propaganda,0.0
"Email *
",759337941,16,non-propaganda,0.0
"Comments This field is for validation purposes and should be left unchanged.
",759337941,17,non-propaganda,0.0
"Completing this poll grants you access to Freedom Outpost updates free of charge.
",759337941,18,non-propaganda,4.0
"You may opt out at anytime.
",759337941,19,non-propaganda,0.0
"You also agree to this site's Privacy Policy and Terms of Use.
",759337941,20,non-propaganda,1.0
"Hellbent to destroy President Trump, they toil in Soviet fictions and titillating porn stories.
",759337941,21,propaganda,-3.0
"House investigators found the House server was being used for nefarious purposes and the alleged Muslim spies were removing information and sending it for foreign actors.
",759337941,22,propaganda,0.0
"The aides named are Imran Awan, his wife Hina Alvi, his brothers Abid and Jamal, and his friend Rao Abbas, Pakistani-born aides.
",759337941,23,non-propaganda,1.0
"Now we hear the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.
",759337941,24,propaganda,0.0
"CAPITOL POLICE ACCIDENTALLY GAVE EVIDENCE TO HOUSE HACKING SUSPECT’S DEFENSE ATTORNEY By Luke Rosiak on May 24, 2018:
",759337941,25,propaganda,-3.0
"The House IG said Democratic IT aides made unauthorized access to data, but prosecutors haven’t charged them
",759337941,26,non-propaganda,-3.0
"Democrats appear to want to keep the case out of court; a trial could expose their reckless IT practices
",759337941,27,propaganda,-2.0
"Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors
",759337941,28,propaganda,-4.0
"Prosecutors appear to be sharing info with someone on Capitol Hill who is leaking details to the hacking suspect’s lawyer
",759337941,29,non-propaganda,-1.0
"The Capitol Police turned over a trove of evidence in the alleged Imran Awan House cyberbreach and theft case to the defense attorneys when they were supposed to deliver it to prosecutors instead, according to court documents and a source.
",759337941,30,propaganda,0.0
